X,TI,AB,CARP..Yes.No.,Exact.Lower.Bounds,Heuristics,Evolutionary,Variant,Alt_variant,Investigate,Comments,Source,author,year,title,journal
"CORBERAN A, 2010, NETWORKS",RECENT RESULTS ON ARC ROUTING PROBLEMS: AN ANNOTATED BIBLIOGRAPHY,"ARC ROUTING PROBLEMS ARE VEHICLE ROUTING PROBLEMS IN WHICH THE TASKS TO BE PERFORMED ARE LOCATED ON SOME ARCS OR EDGES OF A NETWORK, E.G., SPREADING SALT ON A ROAD OR COLLECTING MUNICIPAL REFUSE IN A STREET. THEY HAVE BEEN MUCH LESS STUDIED THAN NODE ROUTING PROBLEMS BUT IMPRESSIVE DEVELOPMENTS HAVE BEEN ACHIEVED IN THE LAST DECADE. THE OBJECTIVE OF THIS ARTICLE IS TO SURVEY THESE RECENT RESULTS AND TO PROVIDE AN ANNOTATED BIBLIOGRAPHY. EXCEPT FOR A FEW REFERENCES, THE PERIOD SURVEYED STARTS FROM THE PUBLICATION OF THE BOOK ``ARC ROUTING: THEORY, SOLUTIONS AND APPLICATIONS'' EDITED BY DROR IN 2000. THE",1,1,1,1,Capacitated Arc Routing Problem Review,Capacitated Arc Routing Problem Review,,,,LIU M;SINGH HK;RAY T,2014,A BENCHMARK GENERATOR FOR DYNAMIC CAPACITATED ARC ROUTING PROBLEMS,2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"AHR D, 2014, ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS",THE CAPACITATED ARC ROUTING PROBLEM: COMBINATORIAL LOWER BOUNDS,NA,1,1,0,0,Capacitated Arc Routing Problem Review,Capacitated Arc Routing Problem Review,,,,LIU M;SINGH HK;RAY T,2014,A MEMETIC ALGORITHM WITH A NEW SPLIT SCHEME FOR SOLVING DYNAMIC CAPACITATED ARC ROUTING PROBLEMS,2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"MANUEL BELENGUER J, 2014, ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS",THE CAPACITATED ARC ROUTING PROBLEM: EXACT ALGORITHMS,NA,1,1,0,0,Capacitated Arc Routing Problem Review,Capacitated Arc Routing Problem Review,,,,MEI Y;LI X;YAO X,2014,VARIABLE NEIGHBORHOOD DECOMPOSITION FOR LARGE SCALE CAPACITATED ARC ROUTING PROBLEM,2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"PRINS C, 2014, ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS",THE CAPACITATED ARC ROUTING PROBLEM: HEURISTICS,NA,1,0,1,1,Capacitated Arc Routing Problem Review,Capacitated Arc Routing Problem Review,,,,MELECHOVSKY J,2014,A VARIABLE NEIGHBORHOOD SEARCH FOR THE CAPACITATED ARC ROUTING PROBLEM WITH TIME WINDOWS,MATHEMATICAL METHODS IN ECONOMICS (MME 2014)
"BARTOLINI E, 2013, OPER RES",AN EXACT ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMAND,"WE STUDY AN EXTENSION OF THE CAPACITATED ARC ROUTING PROBLEM (CARP) CALLED THE CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMAND (CARPDD). THIS PROBLEM EXTENDS THE CLASSICAL CAPACITATED ARC ROUTING PROBLEM BY INTRODUCING AN ADDITIONAL CAPACITY CONSUMPTION INCURRED BY A VEHICLE DEADHEADING AN EDGE. IT CAN BE USED, E.G., TO MODEL TIME OR DISTANCE CONSTRAINED ARC ROUTING PROBLEMS. WE SHOW THAT THE STRONGEST CARP LOWER BOUNDS CAN BE WEAK WHEN DIRECTLY APPLIED TO THE CARPDD, AND WE INTRODUCE A NEW FAMILY OF VALID INEQUALITIES SHOWN TO SIGNIFICANTLY STRENGTHEN THESE BOUNDS. WE DEVELOP AN EXACT ALGORITHM FOR THE CARPDD BASED ON CUT-AND-COLUMN GENERATION AND BRANCH AND PRICE, AND WE REPORT EXTENSIVE COMPUTATIONAL RESULTS ON A LARGE SET OF BENCHMARK INSTANCES. THE SAME EXACT ALGORITHM IS ALSO TESTED ON CLASSICAL CARP BENCHMARK SETS AND IS SHOWN TO IMPROVE UPON THE BEST KNOWN EXACT ALGORITHMS FOR THE CARP.",1,1,0,0,Capacitated Arc Routing Problem with Deadheading Demand,Capacitated Arc Routing Problem with Deadheading Demand,0,Time or distance constrained CARP,,PELIKAN J,2014,RANDOMIZED HEURISTICS FOR CAPACITATED ARC ROUTING PROBLEM,MATHEMATICAL METHODS IN ECONOMICS (MME 2014)
"KIRLIK G, 2012, COMPUT OPER RES",CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMANDS,"CAPACITATED ARC ROUTING PROBLEM (CARP) IS THE DETERMINATION OF VEHICLE TOURS THAT SERVE ALL POSITIVE-DEMAND EDGES (REQUIRED EDGE) EXACTLY ONCE WITHOUT EXCEEDING VEHICLE CAPACITY WHILE MINIMIZING SUM OF ALL TOUR COSTS. IN CARP, TOTAL DEMAND OF A TOUR IS CALCULATED BY MEANS OF ALL REQUIRED EDGES ON THE TOUR. IN THIS STUDY, A NEW CARP VARIATION IS INTRODUCED, WHICH CONSIDERS NOT ONLY REQUIRED EDGES BUT ALSO TRAVERSED EDGES WHILE CALCULATING TOTAL DEMAND OF THE TOUR. THE TRAVERSING DEMAND OCCURS WHEN THE TRAVERSED EDGE IS EITHER SERVICING OR NON-SERVICING (DEADHEADING). SINCE THE NEW CARP FORMULATION INCURS DEADHEADING EDGE DEMANDS IT IS CALLED CARP WITH DEADHEADING DEMANDS. AN INTEGER LINEAR MODEL IS GIVEN FOR THE PROBLEM WHICH IS USED TO SOLVE SMALL-SIZED INSTANCES, OPTIMALLY. A CONSTRUCTIVE HEURISTIC IS PRESENTED TO SOLVE THE PROBLEM WHICH IS A MODIFIED VERSION OF A WELL-KNOWN CARP HEURISTIC. FURTHERMORE, TWO POST-OPTIMIZATION PROCEDURES ARE PRESENTED TO IMPROVE THE SOLUTION OF THE HEURISTIC ALGORITHM. THE EFFECTIVENESS OF THE PROPOSED METHODS IS SHOWN ON TEST PROBLEMS, WHICH ARE OBTAINED BY MODIFYING CARP TEST INSTANCES. (C) 2011 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,1,0,0,Capacitated Arc Routing Problem with Deadheading Demand,Capacitated Arc Routing Problem with Deadheading Demand,,,,CONSOLI PA;MINKU LL;YAO X,2014,DYNAMIC SELECTION OF EVOLUTIONARY ALGORITHM OPERATORS BASED ON ONLINE LEARNING AND FITNESS LANDSCAPE METRICS,SIMULATED EVOLUTION AND LEARNING (SEAL 2014)
"AMPONSAH SK, 2004, WASTE MANAGE",THE INVESTIGATION OF A CLASS OF CAPACITATED ARC ROUTING PROBLEMS: THE COLLECTION OF GARBAGE IN DEVELOPING COUNTRIES,"THE COLLECTION, TRANSPORT AND DISPOSAL OF SOLID WASTE, WHICH IS A HIGHLY VISIBLE AND IMPORTANT MUNICIPAL SERVICE, INVOLVES A LARGE EXPENDITURE BUT RECEIVES, SCANT ATTENTION. THIS PROBLEM IS EVEN MORE CRUCIAL FOR LARGE CITIES IN DEVELOPING COUNTRIES DUE TO THE HOT WEATHER. A CONSTRUCTIVE HEURISTIC WHICH TAKES INTO ACCOUNT THE ENVIRONMENTAL ASPECT AS WELL AS THE COST IS PROPOSED TO SOLVE THE ROUTING ASPECT OF GARBAGE COLLECTION. THIS IS BASED ON A LOOK-AHEAD STRATEGY WHICH IS ENHANCED BY TWO ADDITIONAL MECHANISMS. INTERESTING RESULTS WERE OBTAINED WHEN TESTED ON INSTANCES WITH AND WITHOUT THE PRESENCE OF THE EFFECT OF THE ENVIRONMENT. (C) 2004 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,0,Capacitated Arc Routing Problem with Decay,Capacitated Arc Routing Problem with Decay,,,,GHIANI G;LAPORTE G,2014,THE UNDIRECTED RURAL POSTMAN PROBLEM,"ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS"
"TIRKOLAEE EB, 2018, SUSTAINABILITY",A HYBRID GENETIC ALGORITHM FOR MULTI-TRIP GREEN CAPACITATED ARC ROUTING PROBLEM IN THE SCOPE OF URBAN SERVICES,"GREENHOUSE GASES (GHG) ARE THE MAIN REASON FOR THE GLOBAL WARMING DURING THE PAST DECADES. ON THE OTHER HAND, ESTABLISHING A WELL-STRUCTURED TRANSPORTATION SYSTEM WILL YIELD TO CREATE LEAST COST-POLLUTION. THIS PAPER ADDRESSES A NOVEL MODEL FOR THE MULTI-TRIP GREEN CAPACITATED ARC ROUTING PROBLEM (G-CARP) WITH THE AIM OF MINIMIZING TOTAL COST INCLUDING THE COST OF GENERATION AND EMISSION OF GREENHOUSE GASES, THE COST OF VEHICLE USAGE AND ROUTING COST. THE COST OF GENERATION AND EMISSION OF GREENHOUSE GASES IS BASED ON THE CALCULATION OF THE AMOUNT OF CARBON DIOXIDE EMITTED FROM VEHICLES, WHICH DEPENDS ON SUCH FACTORS AS THE VEHICLE SPEED, WEATHER CONDITIONS, LOAD ON THE VEHICLE AND TRAVELED DISTANCE. THE MAIN APPLICATIONS OF THIS PROBLEM ARE IN MUNICIPALITIES FOR URBAN WASTE COLLECTION, ROAD SURFACE MARKING AND SO FORTH. DUE TO NP-HARDNESS OF THE PROBLEM, A HYBRID GENETIC ALGORITHM (HGA) IS DEVELOPED, WHEREIN A HEURISTIC AND SIMULATED ANNEALING ALGORITHM ARE APPLIED TO GENERATE INITIAL SOLUTIONS AND A GENETIC ALGORITHM (GA) IS THEN USED TO GENERATE THE BEST POSSIBLE SOLUTION. THE OBTAINED NUMERICAL RESULTS INDICATE THAT THE PROPOSED ALGORITHM COULD PRESENT DESIRABLE PERFORMANCE WITHIN A SUITABLE COMPUTATIONAL RUN TIME. FINALLY, A SENSITIVITY ANALYSIS IS IMPLEMENTED ON THE MAXIMUM AVAILABLE TIME OF THE VEHICLES IN ORDER TO DETERMINE THE OPTIMAL POLICY.",1,0,1,1,Capacitated Arc Routing Problem with Greenhouse Gas Costs,Capacitated Arc Routing Problem with Greenhouse Gas Costs,0,,,CORBERAN A;PLANA I;MARIA SANCHIS J,2014,"THE RURAL POSTMAN PROBLEM ON DIRECTED, MIXED, AND WINDY GRAPHS","ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS"
"POLACEK M, 2008, J HEURISTICS",A VARIABLE NEIGHBORHOOD SEARCH FOR THE CAPACITATED ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) FOCUSES ON SERVICING EDGES OF AN UNDIRECTED NETWORK GRAPH. A WIDE SPECTRUM OF APPLICATIONS LIKE MAIL DELIVERY, WASTE COLLECTION OR STREET MAINTENANCE OUTLINES THE RELEVANCE OF THIS PROBLEM. A REALISTIC VARIANT OF THE CARP ARISES FROM THE NEED OF INTERMEDIATE FACILITIES (IFS) TO LOAD UP OR UNLOAD THE SERVICE VEHICLE AND FROM TOUR LENGTH RESTRICTIONS. THE PROPOSED VARIABLE NEIGHBORHOOD SEARCH (VNS) IS A SIMPLE AND ROBUST SOLUTION TECHNIQUE WHICH TACKLES THE BASIC PROBLEM AS WELL AS ITS EXTENSIONS. THE VNS SHOWS EXCELLENT RESULTS ON FOUR DIFFERENT BENCHMARK SETS. PARTICULARLY, FOR ALL 120 INSTANCES THE BEST KNOWN SOLUTION COULD BE FOUND AND IN 71 CASES A NEW BEST SOLUTION WAS ACHIEVED.",1,0,1,0,Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,Capacitated Arc Routing Problem with Intermediate Facilities,,,,PRINS C,2014,THE CAPACITATED ARC ROUTING PROBLEM: HEURISTICS,"ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS"
"GHIANI G, 2010, J HEURISTICS",ANT COLONY OPTIMIZATION FOR THE ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES UNDER CAPACITY AND LENGTH RESTRICTIONS,"THE AIM OF THIS PAPER IS TO INTRODUCE A NEW ANT COLONY OPTIMIZATION PROCEDURE FOR THE ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES UNDER CAPACITY AND LENGTH RESTRICTIONS (CLARPIF), A VARIANT OF THE CAPACITATED ARC ROUTING PROBLEM (CARP) AND OF THE CAPACITATED ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES (CARPIF). COMPUTATIONAL RESULTS SHOW THAT THIS ALGORITHM IS CAPABLE OF PROVIDING SUBSTANTIAL IMPROVEMENTS OVER OTHER KNOWN HEURISTICS.",1,0,1,1,Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,Capacitated Arc Routing Problem with Intermediate Facilities,,,,AHR D;REINELT G,2014,THE CAPACITATED ARC ROUTING PROBLEM: COMBINATORIAL LOWER BOUNDS,"ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS"
"TING CJ, 2018, INT J IND ENG -THEORY APPL PRACT",STREET WASHING TRUCK ROUTING WITH INTERMEDIATE REFILL FACILITIES,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) IS TO DETERMINE A SET OF TOURS THAT TRAVERSE A SET OF REQUIRED ARCS WITH THE CAPACITATED LIMITATION ON VEHICLES AT MINIMAL COST. THERE ARE MANY PRACTICAL APPLICATIONS FOR VARIANTS OF THE CARP, INCLUDING STREET WASHING AND SNOW REMOVAL. THE AIM OF THIS PAPER IS TO DISCUSS THE STREET WASHING TRUCK ROUTING PROBLEM WITH INTERMEDIATE REFILL FACILITIES (SWRPIR), A VARIANT OF THE CAPACITATED ARC ROUTING PROBLEM. ROUTES FOR STREET WASHING TRUCKS ARE NORMALLY PLANNED IN ADVANCE AND MUST BE DESIGNED TO TAKE INTO ACCOUNT THE VEHICLE CAPACITY. STREET WASHING VEHICLES COULD REFILL WATER AT INTERMEDIATE REFILL POINTS WITHOUT GOING BACK TO THE DEPOT TO SAVE TIME. DUE TO THAT SWRPIR IS AN NP-HARD PROBLEM, WE PROPOSED AN ANT COLONY OPTIMIZATION (ACO) ALGORITHM TO SOLVE THE PROBLEM. THE ACO IS TESTED WITH BENCHMARK INSTANCES AND REAL-WORLD CASES. THE RESULTS INDICATE THAT OUR ACO IS COMPETITIVE IN BENCHMARK INSTANCES WITH COMPARED ALGORITHMS AND CAN REDUCE THE TOTAL DISTANCE FOR THE WASHING VEHICLES FOR REAL-WORLD CASES.",1,0,1,1,Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,Capacitated Arc Routing Problem with Intermediate Facilities,,,,MUYLDERMANS L;PANG G,2014,VARIANTS OF THE CAPACITATED ARC ROUTING PROBLEM,"ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS"
"GHIANI G, 2001, NETWORKS",THE CAPACITATED ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES,"THIS ARTICLE INTRODUCES THE CAPACITATED ARE ROUTING WITH INTERMEDIATE FACILITIES (CARPIF), A VARIANT OF THE CLASSICAL CAPACITATED ARE ROOFING PROBLEM (CARP) IN WHICH THE VEHICLE MAY UNLOAD OR REPLENISH AT INTERMEDIATE FACILITIES. TWO LOWER BOUNDS ARE DEVELOPED FOR THE CARPIF: THE FIRST IS BASED ON THE RURAL POSTMAN PROBLEM (RPP) AND THE SECOND ONE USES A RELAXATION OF AN INTEGER LINEAR FORMULATION OF THE PROBLEM. TWO UPPER BOUNDS ARE ALSO DEVELOPED, BASED ON THE SOLUTION OF AN RPP AND OF A CARP, COMPUTATIONAL RESULTS ON A SET OF BENCHMARK INSTANCES CONFIRM THE QUALITY OF THE PROPOSED BOUNDS. (C) 2001 JOHN WILEY \& SONS, INC.",1,1,1,0,Capacitated Arc Routing Problem with Intermediate Facilities,Capacitated Arc Routing Problem with Intermediate Facilities,,,,USBERTI FL;FRANCA PM;MORELATO FRANCA AL,2013,GRASP WITH EVOLUTIONARY PATH-RELINKING FOR THE CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH
"ZACHARIADIS EE, 2011, EUR J OPER RES",LOCAL SEARCH FOR THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS,"THIS PAPER DEALS WITH A RECENTLY INTRODUCED ROUTING PROBLEM VARIANT CALLED THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS (UCARPP). THE UCARPP MODEL CONSIDERED IN THE PRESENT STUDY IS PRIMARILY AIMED AT GENERATING THE ROUTE SET WHICH MAXIMIZES THE PROFIT COLLECTED FROM A SET OF POTENTIAL CUSTOMERS, REPRESENTED BY EDGES OF THE EXAMINED TRANSPORTATION NETWORK. THE SECONDARY OBJECTIVE IS TO MINIMIZE THE TOTAL ROUTE TRAVEL TIME. THE GENERATED ROUTES ARE SUBJECT BOTH TO CAPACITY AND TRAVEL TIME CONSTRAINTS. TO TACKLE THE EXAMINED PROBLEM, WE PROPOSE A LOCAL SEARCH METAHEURISTIC DEVELOPMENT WHICH EXPLORES TWO SOLUTION NEIGHBORHOOD STRUCTURES. THE CONDUCTED SEARCH IS EFFECTIVELY DIVERSIFIED BY MEANS OF THE PROMISES CONCEPT WHICH IS BASED ON THE ASPIRATION CRITERIA USED IN TABU SEARCH APPROACHES. THE PROPOSED ALGORITHM WAS TESTED ON UCARPP BENCHMARK INSTANCES TAKEN FROM THE LITERATURE. IT EFFICIENTLY PRODUCED HIGH-QUALITY RESULTS, IMPROVING SEVERAL PREVIOUSLY BEST KNOWN SOLUTIONS. (C) 2010 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,0,1,0,Capacitated Arc Routing Problem with Profits,Capacitated Arc Routing Problem with Profits,,,,CORBERAN A;PLANA I;RODRIGUEZ CHIA AM;SANCHIS JM,2013,A BRANCH-AND-CUT ALGORITHM FOR THE MAXIMUM BENEFIT CHINESE POSTMAN PROBLEM,MATHEMATICAL PROGRAMMING
"ARCHETTI C, 2010, COMPUT OPER RES",THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS,"A PROFIT AND A DEMAND ARE ASSOCIATED WITH EACH EDGE OF A SET OF PROFITABLE EDGES OF A GIVEN GRAPH. A TRAVEL TIME IS ASSOCIATED WITH EACH EDGE OF THE GRAPH. A FLEET OF CAPACITATED VEHICLES IS GIVEN TO SERVE THE PROFITABLE EDGES. A MAXIMUM DURATION OF THE ROUTE OF EACH VEHICLE IS ALSO GIVEN. THE PROFIT OF AN EDGE CAN BE COLLECTED BY ONE VEHICLE ONLY THAT ALSO SERVES THE DEMAND OF THE EDGE. THE OBJECTIVE OF THIS PROBLEM, WHICH IS CALLED THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS (UCARPP), IS TO FIND A SET OF ROUTES THAT SATISFY THE CONSTRAINTS ON THE DURATION OF THE ROUTE AND ON THE CAPACITY OF THE VEHICLE AND MAXIMIZE THE TOTAL COLLECTED PROFIT. WE PROPOSE A BRANCH-AND-PRICE ALGORITHM AND SEVERAL HEURISTICS. WE CAN SOLVE EXACTLY INSTANCES WITH UP TO 97 PROFITABLE EDGES. THE BEST HEURISTICS FIND THE OPTIMAL SOLUTION ON MOST OF INSTANCES WHERE IT IS AVAILABLE. (C) 2009 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,1,0,1,Capacitated Arc Routing Problem with Profits,Capacitated Arc Routing Problem with Profits,,,,BOSCO A;LAGANA D;MUSMANNO R;VOCATURO F,2013,MODELING AND SOLVING THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,OPTIMIZATION LETTERS
"ARCHETTI C, 2017, EUR J OPER RES",THE UNDIRECTED CAPACITATED GENERAL ROUTING PROBLEM WITH PROFITS,"IN THIS PAPER WE INTRODUCE AND STUDY THE UNDIRECTED CAPACITATED GENERAL ROUTING PROBLEM WITH PROFITS (UC-GRPP). THIS PROBLEM IS DEFINED ON AN UNDIRECTED GRAPH WHERE A SUBSET OF VERTICES AND EDGES CORRESPOND TO CUSTOMERS, WHICH ARE ASSOCIATED WITH A GIVEN PROFIT AND DEMAND. THE PROFIT OF EACH CUSTOMER CAN BE COLLECTED AT MOST ONCE. A FLEET OF HOMOGENEOUS CAPACITATED VEHICLES IS GIVEN TO SERVE THE CUSTOMERS. THE OBJECTIVE IS TO FIND THE VEHICLE ROUTES THAT MAXIMIZE THE DIFFERENCE BETWEEN THE TOTAL COLLECTED PROFIT AND THE TRAVELING COST IN SUCH A WAY THAT THE DEMAND COLLECTED BY EACH VEHICLE DOES NOT EXCEED THE CAPACITY AND THE TOTAL DURATION OF EACH ROUTE IS NOT GREATER THAN A MAXIMUM GIVEN TIME LIMIT. WE PROPOSE A MATHEMATICAL FORMULATION OF THE PROBLEM AND INTRODUCE VALID INEQUALITIES TO STRENGTHEN THE CORRESPONDING CONTINUOUS RELAXATION. MOREOVER, WE PROVIDE AN AGGREGATE FORMULATION THAT ALLOWS US TO INTRODUCE FURTHER INEQUALITIES. THEN, WE PROPOSE A TWO-PHASE EXACT ALGORITHM FOR THE SOLUTION OF THE UCGRPP. IN THE FIRST PHASE, A BRANCH-AND-CUT ALGORITHM IS USED TO SOLVE THE AGGREGATE FORMULATION AND TO IDENTIFY A CUT POOL OF AGGREGATE VALID INEQUALITIES TO BE USED IN THE SECOND PHASE, WHERE A BRANCH-AND-CUT ALGORITHM IS IMPLEMENTED TO OPTIMALLY SOLVE THE UCGRPP. COMPUTATIONAL RESULTS ON A LARGE SET OF PROBLEM INSTANCES SHOW THAT THE USE OF THE AGGREGATE FORMULATION IS EFFECTIVE, MAKING THE TWO-PHASE EXACT ALGORITHM ABLE TO OPTIMALLY SOLVE A LARGE NUMBER OF INSTANCES. (C) 2016 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,1,0,0,Capacitated Arc Routing Problem with Profits,Capacitated Arc Routing Problem with Profits,,,,MARTINELLI R;POGGI M;SUBRAMANIAN A,2013,IMPROVED BOUNDS FOR LARGE SCALE CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH
"RAMIRO LOPEZ-SANTANA E, 2016, INTELLIGENT COMPUTING THEORIES AND APPLICATION, ICIC 2016, PT II",A HYBRID SCATTER SEARCH ALGORITHM TO SOLVE THE CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS,"THIS PAPER PRESENTS A HYBRID SCATTER SEARCH ALGORITHM TO SOLVE THE CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS (CARP-RP). THE VEHICLE SERVICING ARCS MUST BE REFILLED ON THE SPOT BY USING A SECOND VEHICLE. THIS PROBLEM IS ADDRESSED IN REAL-WORLD APPLICATIONS IN MANY SERVICES SYSTEMS. THE PROBLEM CONSISTS ON SIMULTANEOUSLY DETERMINING THE VEHICLES ROUTES THAT MINIMIZE THE TOTAL COST. IN THE LITERATURE IS PROPOSED AN INTEGER LINEAR PROGRAMMING MODEL TO SOLVE THE PROBLEM. WE PROPOSE A HYBRID ALGORITHM BASED ON SCATTER SEARCH, SIMULATED ANNEALING AND ITERATED LOCAL SEARCH. OUR METHOD IS TESTED WITH INSTANCES FROM THE LITERATURE. WE FOUND BEST RESULTS IN THE OBJECTIVE FUNCTION FOR THE MAJORITY INSTANCES.",1,1,1,0,Capacitated Arc Routing Problem with Refill Points,Capacitated Arc Routing Problem with Refill Points,,,,LIU T;JIANG Z;GENG N,2013,A MEMETIC ALGORITHM WITH ITERATED LOCAL SEARCH FOR THE CAPACITATED ARC ROUTING PROBLEM,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH
"AMAYA A, 2007, OPER RES LETT",THE CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS,"THIS ARTICLE INTRODUCES THE CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS (CARP-RP). THE VEHICLE SERVICING ARCS MUST BE REFILLED ON THE SPOT BY USING A SECOND VEHICLE. THE PROBLEM CONSISTS ON SIMULTANEOUSLY DETERMINING THE VEHICLES ROUTES THAT MINIMIZE THE TOTAL COST, AN INTEGER LINEAR PROGRAMMING MODEL IS PROPOSED AND TESTED. (C) 2006 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,1,0,0,Capacitated Arc Routing Problem with Refill Points,Capacitated Arc Routing Problem with Refill Points,,,,BACH L;HASLE G;WOHLK S,2013,"A LOWER BOUND FOR THE NODE, EDGE, AND ARC ROUTING PROBLEM",COMPUTERS \& OPERATIONS RESEARCH
"AMAYA CA, 2010, J OPER RES SOC",A HEURISTIC METHOD FOR THE CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS AND MULTIPLE LOADS,"WE DESCRIBE A SOLUTION PROCEDURE FOR A CAPACITATED ARC ROUTING PROBLEM WITH REFILL POINTS AND MULTIPLE LOADS. THIS PROBLEM STEMS FROM THE ROAD NETWORK MARKING IN QUEBEC, CANADA. TWO DIFFERENT TYPES OF VEHICLES ARE USED: THE FIRST TYPE (CALLED SERVICING VEHICLE-SV) WITH A FINITE CAPACITY TO SERVICE THE ARCS AND THE OTHER (CALLED REFILLING VEHICLE-RV) TO REFILL THE SV VEHICLE. THE RV CAN DELIVER MULTIPLE LOADS, WHICH MEANS THAT IT MEETS THE SV SEVERAL TIMES BEFORE RETURNING TO THE DEPOT. THE PROBLEM CONSISTS OF SIMULTANEOUSLY DETERMINING THE VEHICLE ROUTES THAT MINIMIZE THE TOTAL COST OF THE TWO VEHICLES. WE PRESENT AN INTEGER FORMULATION AND A ROUTE FIRST-CLUSTER SECOND HEURISTIC PROCEDURE. COMPUTATIONAL RESULTS ARE PROVIDED.",1,1,1,0,Capacitated Arc Routing Problem with Refill Points and Multiple-Loads,Capacitated Arc Routing Problem with Refill Points and Multiple-Loads,,,,BARTOLINI E;CORDEAU JF;LAPORTE G,2013,AN EXACT ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMAND,OPERATIONS RESEARCH
